"","X","CustID","JoinDate","DOB","Gender","Visits","Paintings","Jewelry","Mosaics","Sculpture","Coupon","Revenue","Joindate_cat","Age","Age_cat","Visits_freq","Visits_freq_cat"
"2272",2272,86753092272,2015-02-12,1976-08-08,"Female",84,55.0297155217668,272.057411130128,263.409306051929,9.9134338985816,"no",600.409866602405,"new",39,"middle-aged",7.82608695652174,"medium"
"2273",2273,86753092273,2015-02-09,1976-05-16,"Male",74,1.85786630307439,355.507462772038,283.139175727594,6.06887008004517,"no",646.573374882752,"new",39,"middle-aged",6.83076923076923,"medium"
"2274",2274,86753092274,2014-06-19,1987-10-17,"Male",47,169.947644766602,257.44793030648,207.137823591114,266.812061554541,"no",901.345460218737,"old",28,"younger",2.51785714285714,"low"
"2275",2275,86753092275,2014-10-22,1994-07-17,"Male",59,249.893445246309,560.342114506371,0.816784981553724,25.8161783933163,"no",836.86852312755,"old",21,"younger",4.06896551724138,"medium"
"2276",2276,86753092276,2014-08-14,1994-08-17,"Male",62,93.9846524012091,5.45342286708952,433.607906117699,417.448586340836,"yes",950.494567726834,"old",21,"younger",3.69047619047619,"low"
"2277",2277,86753092277,2014-08-01,1988-08-20,"Male",64,362.337201868998,367.438472467216,10.8150977203179,72.8803653569993,"no",813.471137413531,"old",27,"younger",3.7137330754352,"low"
"2278",2278,86753092278,2014-09-07,1981-01-22,"Female",43,364.423151877475,164.337825695297,188.639463610697,194.389839880635,"no",911.790281064104,"old",34,"middle-aged",2.6875,"low"
"2279",2279,86753092279,2015-01-26,1978-05-03,"Female",84,33.6096629690585,265.308151137959,188.703994851862,49.6695005567297,"yes",537.291309515609,"new",37,"middle-aged",7.43362831858407,"medium"
"2280",2280,86753092280,2015-05-09,1978-01-12,"Male",21,73.4957119480169,6.58088212107548,331.556220667718,448.716720932755,"no",860.349535669565,"new",37,"middle-aged",2.66949152542373,"low"
"2281",2281,86753092281,2014-08-14,1984-02-06,"Female",31,253.944858702671,330.719627398744,271.218530323355,133.600612691818,"no",989.483629116588,"old",31,"middle-aged",1.8452380952381,"low"
"2282",2282,86753092282,2014-09-05,1985-01-28,"Male",50,310.455317213802,209.326798205264,377.571826456644,131.559137643708,"no",1028.91307951942,"old",30,"younger",3.11203319502075,"low"
"2283",2283,86753092283,2015-01-29,1978-06-15,"Female",91,3.72620674266519,283.207227065321,265.24330468907,6.31947544417238,"yes",558.496213941228,"new",37,"middle-aged",8.125,"high"
"2284",2284,86753092284,2014-10-17,1982-01-10,"Female",38,258.892300031518,176.109815930617,212.443220505441,227.618673157209,"yes",875.064009624785,"old",33,"middle-aged",2.59090909090909,"low"
"2285",2285,86753092285,2015-05-03,1979-07-24,"Male",22,66.1941088994934,31.1391841777919,258.362533879163,501.054811091469,"no",856.750638047917,"new",36,"middle-aged",2.72727272727273,"low"
"2286",2286,86753092286,2015-03-03,1980-09-30,"Female",76,11.0933134156857,296.687428531307,242.070879100936,48.9508747887742,"no",598.802495836703,"new",35,"middle-aged",7.52475247524753,"medium"
"2287",2287,86753092287,2014-07-23,1990-12-13,"Female",42,279.128589635279,182.456582969973,260.355553937221,381.441698866354,"no",1103.38242540883,"old",25,"younger",2.39543726235741,"low"
"2288",2288,86753092288,2014-08-04,1991-05-06,"Male",31,262.73164536706,353.864790153431,238.517722480316,126.671093048233,"no",981.78525104904,"old",24,"younger",1.80933852140078,"low"
"2289",2289,86753092289,2015-03-12,1974-12-17,"Female",100,6.80917099240242,291.70854048349,266.502533740307,9.73752511596448,"no",574.757770332164,"new",41,"elder",10.2040816326531,"high"
"2290",2290,86753092290,2014-09-22,1986-08-06,"Female",41,218.53745636802,336.333033223743,251.700819838657,273.030140647296,"no",1079.60145007772,"old",29,"younger",2.64516129032258,"low"
"2291",2291,86753092291,2015-03-02,1977-07-17,"Male",18,12.2508640182328,72.5808533183833,155.602812583696,639.630320324974,"no",880.064850245286,"new",38,"middle-aged",1.77631578947368,"low"
"2292",2292,86753092292,2015-01-15,1980-11-16,"Female",94,32.0880576216284,302.166794991662,226.684487523495,35.0924163709161,"no",596.031756507702,"new",35,"middle-aged",8.05714285714286,"high"
"2293",2293,86753092293,2014-08-25,1989-03-26,"Male",51,231.008027105668,276.495386492335,208.683022083297,261.922244654745,"no",978.108680336045,"old",26,"younger",3.10344827586207,"low"
"2294",2294,86753092294,2015-02-02,1980-02-17,"Female",77,27.5357189734943,352.742526598675,234.091013148357,6.32756330109351,"no",620.69682202162,"new",35,"middle-aged",6.95783132530121,"medium"
"2295",2295,86753092295,2015-01-02,1972-10-31,"Male",91,3.18009388180572,307.187604426174,217.302641648524,15.130108587154,"yes",542.800448543658,"new",43,"elder",7.52066115702479,"medium"
"2296",2296,86753092296,2015-02-06,1969-03-13,"Female",73,60.4185130947649,249.593499225611,231.399200353509,19.7227517632127,"yes",561.133964437098,"new",46,"elder",6.67682926829268,"medium"
"2297",2297,86753092297,2015-02-21,1971-06-24,"Female",69,50.9361175305025,241.258174738342,242.745822825451,69.0049441222574,"no",603.945059216553,"new",44,"elder",6.61341853035144,"medium"
"2298",2298,86753092298,2014-12-30,1977-03-28,"Male",68,19.6408447701449,298.979724445042,256.111184681033,27.5384468991768,"yes",602.270200795397,"new",38,"middle-aged",5.57377049180328,"medium"
"2299",2299,86753092299,2015-01-04,1972-03-13,"Female",73,22.8019266507915,287.353735236467,338.659863045459,4.69462618018323,"no",653.510151112901,"new",43,"elder",6.06648199445983,"medium"
"2300",2300,86753092300,2014-08-21,1985-11-27,"Female",36,211.694313752648,172.113960728502,360.154210955597,181.195590781799,"yes",925.158076218546,"old",30,"younger",2.17303822937626,"low"
"2301",2301,86753092301,2014-06-25,1985-01-20,"Female",59,291.191811066533,280.861788850795,220.774621083797,165.39234302546,"no",958.220564026585,"old",30,"younger",3.19494584837545,"low"
"2302",2302,86753092302,2014-08-08,1987-03-28,"Female",15,230.866555639219,293.495896093857,143.054995648529,184.716308953138,"yes",852.133756334743,"old",28,"younger",0.882352941176471,"low"
"2303",2303,86753092303,2014-08-20,1985-01-11,"Female",43,200.087273839217,346.485422012739,321.511448245135,171.796505536825,"no",1039.88064963392,"old",30,"younger",2.59036144578313,"low"
"2304",2304,86753092304,2014-08-29,1986-03-30,"Female",52,150.340725078042,225.356452512593,372.563429096713,229.766690826504,"no",978.027297513852,"old",29,"younger",3.19018404907975,"low"
"2305",2305,86753092305,2014-12-21,1974-10-08,"Female",91,2.51583466023817,235.045772655189,366.892525446678,48.2456678740707,"no",652.699800636176,"new",41,"elder",7.28,"medium"
"2306",2306,86753092306,2014-07-29,1989-08-27,"Female",44,193.529789492412,429.13160881985,236.531332512264,210.406770018324,"no",1069.59950084285,"old",26,"younger",2.53846153846154,"low"
"2307",2307,86753092307,2014-09-05,1984-05-01,"Female",37,181.433243146319,335.809274426671,199.869243364047,244.675934271497,"yes",961.787695208534,"old",31,"middle-aged",2.30290456431535,"low"
"2308",2308,86753092308,2015-05-20,1983-05-03,"Female",18,17.1475094727601,64.2946808785072,447.91187361652,329.370978002482,"no",858.725041970269,"new",32,"middle-aged",2.4,"low"
"2309",2309,86753092309,2015-02-01,1966-12-01,"Female",79,7.47455784774765,300.225435575381,250.678060706839,7.68093809259238,"no",566.05899222256,"new",49,"elder",7.11711711711712,"medium"
"2310",2310,86753092310,2014-08-11,1982-07-01,"Female",45,299.524665625068,145.477473235291,335.879730822631,274.218710467214,"no",1055.1005801502,"old",33,"middle-aged",2.66272189349112,"low"
"2311",2311,86753092311,2015-01-27,1978-11-05,"Female",118,31.5657483058841,330.340507753972,198.711921422612,6.65236906534718,"no",567.270546547815,"new",37,"middle-aged",10.4733727810651,"high"
"2312",2312,86753092312,2014-08-04,1986-04-18,"Female",49,303.990234369441,258.572615524753,167.576612233391,258.442200767454,"no",988.581662895039,"old",29,"younger",2.85992217898833,"low"
"2313",2313,86753092313,2014-08-25,1983-08-23,"Female",24,217.511587285297,208.833292473842,189.311536192151,353.887289553909,"yes",969.543705505199,"old",32,"middle-aged",1.4604462474645,"low"
"2314",2314,86753092314,2015-02-27,1972-04-13,"Female",83,42.6508636491048,282.163697057494,204.037410500857,21.1694261594562,"no",550.021397366912,"new",43,"elder",8.11074918566775,"high"
"2315",2315,86753092315,2014-07-14,1987-04-13,"Female",59,98.5971200320984,229.874862923102,369.466234249952,302.675605761086,"no",1000.61382296624,"old",28,"younger",3.30841121495327,"low"
"2316",2316,86753092316,2014-07-11,1985-10-22,"Female",37,294.951534354306,316.491021827843,152.698776855319,244.14446424369,"no",1008.28579728116,"old",30,"younger",2.0631970260223,"low"
"2317",2317,86753092317,2015-02-27,1977-11-28,"Female",77,55.2401557500273,374.102151580246,209.302592148665,43.2351147200915,"no",681.88001419903,"new",38,"middle-aged",7.52442996742671,"medium"
"2318",2318,86753092318,2015-02-07,1978-09-28,"Female",61,16.4868137992281,309.344694931542,240.027840642486,47.1343880697606,"no",612.993737443017,"new",37,"middle-aged",5.59633027522936,"medium"
"2319",2319,86753092319,2014-08-18,1984-07-14,"Female",33,317.221573738654,241.991475696988,227.071702873401,244.488268461867,"no",1030.77302077091,"old",31,"middle-aged",1.98,"low"
"2320",2320,86753092320,2014-07-03,1980-10-27,"Female",56,255.312717170897,200.037582016147,388.847229525029,232.553233745596,"no",1076.75076245767,"old",35,"middle-aged",3.07692307692308,"low"
"2321",2321,86753092321,2015-05-22,1982-03-04,"Male",21,619.283891357693,296.694520866138,11.6111793723672,11.7826747135577,"yes",939.372266309756,"new",33,"middle-aged",2.82511210762332,"low"
"2322",2322,86753092322,2015-03-22,1979-06-21,"Male",18,74.3799951481976,4.04520755389965,403.297288095786,369.516102937162,"no",851.238593735045,"new",36,"middle-aged",1.90140845070423,"low"
"2323",2323,86753092323,2015-01-02,1981-09-21,"Female",66,14.8632338904843,313.909104178287,289.203454199954,11.9012842650828,"no",629.877076533808,"new",34,"middle-aged",5.45454545454546,"medium"
"2324",2324,86753092324,2014-12-31,1975-04-14,"Female",54,4.31976847266846,101.232226637034,362.012891542326,88.5407081451885,"yes",556.105594797217,"new",40,"middle-aged",4.43835616438356,"medium"
"2325",2325,86753092325,2014-09-20,1984-06-28,"Female",23,229.570585014042,209.127367443152,252.257429850367,223.825644930119,"yes",914.78102723768,"old",31,"middle-aged",1.47751605995717,"low"
"2326",2326,86753092326,2015-02-14,1977-07-06,"Male",78,19.9928076066934,401.590452203369,167.042880951038,2.4999446632239,"no",591.126085424324,"new",38,"middle-aged",7.3125,"medium"
"2327",2327,86753092327,2015-04-09,1975-10-14,"Female",88,11.680838294377,363.131353474582,241.749426892175,13.0868245623038,"no",629.648443223438,"new",40,"middle-aged",9.92481203007519,"high"
"2328",2328,86753092328,2015-03-03,1974-12-03,"Female",66,20.6635876922686,253.369703123055,305.789082172003,1.65968619567132,"no",581.482059182998,"new",41,"elder",6.53465346534654,"medium"
"2329",2329,86753092329,2015-02-07,1977-11-07,"Female",85,39.7689107794697,119.502028586328,332.256543134691,38.3474176223623,"no",529.874900122851,"new",38,"middle-aged",7.79816513761468,"medium"
"2330",2330,86753092330,2015-04-04,1979-04-08,"Female",20,8.12055891495087,29.1379173332941,357.461324123707,431.729948256804,"no",826.449748628756,"new",36,"middle-aged",2.2140221402214,"low"
"2331",2331,86753092331,2015-01-13,1979-06-28,"Male",71,83.773386436505,205.127919168255,212.402239366349,43.0535477008013,"yes",544.35709267191,"new",36,"middle-aged",6.05113636363636,"medium"
"2332",2332,86753092332,2015-02-18,1978-07-25,"Female",55,28.9500659949058,297.26390937969,257.671581632044,21.9318656578081,"no",605.817422664448,"new",37,"middle-aged",5.22151898734177,"medium"
"2333",2333,86753092333,2015-02-05,1975-02-20,"Female",73,16.7575951004461,261.213477314238,211.583130141536,17.1449289276808,"yes",506.699131483901,"new",40,"middle-aged",6.6565349544073,"medium"
"2334",2334,86753092334,2014-12-23,1991-09-07,"Male",61,325.021326473751,431.088134337554,23.990032497032,6.56318790763111,"no",786.662681215968,"new",24,"younger",4.90616621983914,"medium"
"2335",2335,86753092335,2015-01-29,1971-01-17,"Female",48,28.102421217396,399.211093599849,207.093459408229,13.6303644007579,"no",648.037338626232,"new",44,"elder",4.28571428571429,"medium"
"2336",2336,86753092336,2015-03-29,1968-08-18,"Female",86,11.4190300399995,419.907788131288,162.291620717514,14.5331366520791,"no",608.151575540881,"new",47,"elder",9.31407942238267,"high"
"2337",2337,86753092337,2014-07-26,1978-09-06,"Female",37,159.958269322592,276.277711267007,357.863109396181,279.959907487073,"no",1074.05899747285,"old",37,"middle-aged",2.12237093690249,"low"
"2338",2338,86753092338,2014-07-24,1985-02-08,"Female",36,255.866569305325,230.871484643466,175.409637017021,228.554909517394,"yes",890.702600483206,"old",30,"younger",2.05714285714286,"low"
"2339",2339,86753092339,2014-10-03,1994-06-25,"Male",57,451.34082915907,304.57158451133,35.5171353666112,14.7822111107664,"no",806.211760147778,"old",21,"younger",3.76651982378855,"low"
"2340",2340,86753092340,2014-07-17,1985-08-26,"Female",33,151.639760867858,199.808195255507,303.075050626689,346.634970939665,"no",1001.15797768972,"old",30,"younger",1.8609022556391,"low"
"2341",2341,86753092341,2015-03-10,1974-09-05,"Male",68,17.8013695322427,415.348853670597,176.832256411818,4.69075849181519,"no",614.673238106473,"new",41,"elder",6.89189189189189,"medium"
"2342",2342,86753092342,2015-07-03,1980-11-02,"Female",22,30.5234983046705,14.5982503412799,208.103337247567,561.074102548937,"no",814.299188442454,"new",35,"middle-aged",3.64640883977901,"low"
"2343",2343,86753092343,2014-10-15,1986-03-21,"Female",32,181.767719844518,155.529285212124,290.337900136438,269.530861906596,"yes",897.165767099676,"old",29,"younger",2.17194570135747,"low"
"2344",2344,86753092344,2015-01-30,1975-05-13,"Female",75,19.6789442280181,346.442974875886,231.148892645785,10.0790881780298,"no",607.349899927719,"new",40,"middle-aged",6.71641791044776,"medium"
"2345",2345,86753092345,2015-03-23,1988-08-07,"Female",54,286.693317650571,470.580314405344,1.79751144063565,21.7354998246322,"no",780.806643321183,"new",27,"younger",5.7243816254417,"medium"
"2346",2346,86753092346,2014-08-25,1985-01-12,"Female",41,321.365930353258,207.990712617804,247.301736672348,169.602764212781,"yes",946.261143856191,"old",30,"younger",2.49492900608519,"low"
"2347",2347,86753092347,2015-01-26,1975-09-16,"Female",85,1.41790889033365,325.664565132991,210.180296991328,51.2231676766436,"no",588.485938691296,"new",40,"middle-aged",7.52212389380531,"medium"
"2348",2348,86753092348,2015-02-26,1973-04-19,"Female",63,12.5207513737576,301.169114419877,242.879912534509,50.8787312641912,"no",607.448509592335,"new",42,"elder",6.13636363636364,"medium"
"2349",2349,86753092349,2014-10-19,1983-10-30,"Male",16,216.761414589688,178.912163809625,296.903965037493,238.829209303932,"no",931.406752740738,"old",32,"middle-aged",1.0958904109589,"low"
"2350",2350,86753092350,2014-09-06,1983-10-29,"Male",37,254.86306874553,317.335322847894,249.143667118694,132.254260761771,"no",953.596319473889,"old",32,"middle-aged",2.30769230769231,"low"
"2351",2351,86753092351,2015-02-04,1971-04-06,"Male",72,28.5140814733178,191.541095652707,312.030924651143,30.1465612506681,"no",562.232663027836,"new",44,"elder",6.54545454545455,"medium"
"2352",2352,86753092352,2015-06-01,1979-05-12,"Female",21,378.118688753177,432.118543429067,34.0594868459532,82.1387284903546,"yes",926.435447518552,"new",36,"middle-aged",2.95774647887324,"low"
"2353",2353,86753092353,2015-05-04,1980-07-17,"Female",19,20.6517341143428,33.1494011450051,429.693697121087,251.717646759785,"no",735.21247914022,"new",35,"middle-aged",2.36514522821577,"low"
"2354",2354,86753092354,2014-08-21,1994-08-23,"Female",61,141.573421611469,16.7255685757553,461.698160107482,204.806033981809,"yes",824.803184276515,"old",21,"younger",3.68209255533199,"low"
"2355",2355,86753092355,2015-03-06,1975-01-02,"Male",85,119.439806298636,186.872050496793,312.673487709665,0.134622749920096,"no",619.119967255014,"new",40,"middle-aged",8.5,"high"
"2356",2356,86753092356,2014-08-10,1985-06-18,"Female",43,219.795330613393,285.509313217449,157.65012018418,243.559319621477,"yes",906.514083636499,"old",30,"younger",2.53937007874016,"low"
"2357",2357,86753092357,2015-02-26,1974-02-01,"Female",70,22.9849089956177,245.32899999763,274.944418971986,11.1069130378077,"no",554.365241003041,"new",41,"elder",6.81818181818182,"medium"
"2358",2358,86753092358,2014-09-01,1986-01-01,"Female",57,241.584126236047,300.673793410757,384.002723518118,127.881951290012,"no",1054.14259445493,"old",29,"younger",3.51851851851852,"low"
"2359",2359,86753092359,2014-09-19,1982-08-09,"Female",27,450.287604852694,165.764482882738,167.036546881128,193.879802030642,"no",976.968436647202,"old",33,"middle-aged",1.73076923076923,"low"
"2360",2360,86753092360,2014-08-07,1980-03-07,"Female",43,274.444485976031,262.075405770144,180.639003726872,305.492683449552,"no",1022.6515789226,"old",35,"middle-aged",2.52446183953033,"low"
"2361",2361,86753092361,2014-11-22,1990-06-30,"Male",58,298.680516221034,417.381861208237,1.9111788643939,46.7744534872684,"no",764.748009780933,"new",25,"younger",4.30693069306931,"medium"
"2362",2362,86753092362,2015-01-21,1974-10-16,"Male",83,62.8829600667929,244.959292552415,249.699110048536,21.3057884680674,"no",578.847151135811,"new",41,"elder",7.23837209302326,"medium"
"2363",2363,86753092363,2015-03-14,1981-01-02,"Female",19,72.400053307906,12.9224491895221,307.21550887172,370.512425892509,"no",763.050437261657,"new",34,"middle-aged",1.95205479452055,"low"
"2364",2364,86753092364,2014-12-21,1991-01-24,"Female",62,371.011544675141,385.614533428908,54.6680223989177,4.79507552915391,"no",816.089176032121,"new",24,"younger",4.96,"medium"
"2365",2365,86753092365,2015-03-24,1973-10-23,"Male",75,91.4765864256419,258.551903002874,206.053036471044,13.7978343184353,"no",569.879360217995,"new",42,"elder",7.97872340425532,"medium"
"2366",2366,86753092366,2014-07-04,1985-10-30,"Male",38,217.793187837507,193.359508601013,330.222365673044,215.614968009325,"no",956.990030120889,"old",30,"younger",2.09174311926605,"low"
"2367",2367,86753092367,2015-03-11,1974-05-22,"Female",112,7.65437926268781,224.762741604565,225.962948472975,37.5578956137615,"yes",495.937964953989,"new",41,"elder",11.3898305084746,"high"
"2368",2368,86753092368,2014-07-16,1978-12-15,"Female",55,336.313498269854,251.475741943987,216.23882326946,216.912004627491,"no",1020.94006811079,"old",37,"middle-aged",3.09568480300188,"low"
"2369",2369,86753092369,2015-04-18,1982-06-30,"Female",20,19.3553289088139,25.7723459291952,340.419249571553,412.224749434146,"no",797.771673843708,"new",33,"middle-aged",2.33463035019455,"low"
"2370",2370,86753092370,2014-10-02,1981-07-18,"Female",37,175.11115104183,208.116493860603,144.150031782324,343.579059676135,"yes",870.956736360892,"old",34,"middle-aged",2.43956043956044,"low"
"2371",2371,86753092371,2015-01-31,1986-07-08,"Female",97,21.4108466128024,347.810942917508,227.763057692592,0.5366735015768,"no",597.521520724479,"new",29,"younger",8.7125748502994,"high"
"2372",2372,86753092372,2015-02-28,1972-01-25,"Female",121,32.7123438703969,350.704519745599,224.096432343026,46.7453632510208,"no",654.258659210043,"new",43,"elder",11.8627450980392,"high"
"2373",2373,86753092373,2014-12-05,1969-12-03,"Female",67,56.0285372434093,199.352245599551,317.44611504942,16.6403479956642,"no",589.467245888044,"new",46,"elder",5.14066496163683,"medium"
"2374",2374,86753092374,2014-10-01,1989-07-29,"Male",59,246.798038413612,475.015719077431,7.74471439907121,17.569087456585,"no",747.127559346699,"old",26,"younger",3.88157894736842,"low"
"2375",2375,86753092375,2014-08-17,1984-08-15,"Female",54,213.282509666652,327.519087698735,273.833640249528,185.465218725628,"no",1000.10045634054,"old",31,"middle-aged",3.23353293413174,"low"
"2376",2376,86753092376,2015-01-31,1978-08-21,"Female",53,37.2554792832919,183.084140528258,243.695378768306,29.8576191381195,"yes",493.892617717975,"new",37,"middle-aged",4.76047904191617,"medium"
"2377",2377,86753092377,2015-05-18,1979-06-24,"Male",20,56.1864525969334,57.25810951836,324.667389025042,361.568379401593,"no",799.680330541928,"new",36,"middle-aged",2.6431718061674,"low"
"2378",2378,86753092378,2014-07-02,1982-09-05,"Female",45,257.272776914495,331.768128239404,174.409770715671,251.19809381498,"no",1014.64876968455,"old",33,"middle-aged",2.46800731261426,"low"
"2379",2379,86753092379,2015-04-15,1983-04-27,"Female",20,36.6959399802641,3.32434667188895,313.79462079267,481.428675340586,"no",835.243582785409,"new",32,"middle-aged",2.30769230769231,"low"
"2380",2380,86753092380,2014-08-25,1983-08-03,"Female",57,90.4428210783187,258.752180759899,319.343673317092,289.850156600209,"no",958.388831755519,"old",32,"middle-aged",3.46855983772819,"low"
"2381",2381,86753092381,2014-08-27,1984-07-21,"Male",43,246.93513077048,164.51089769261,401.242180697875,123.181199731952,"no",935.869408892917,"old",31,"middle-aged",2.62729124236253,"low"
"2382",2382,86753092382,2014-08-08,1980-12-13,"Female",47,283.606406518421,201.436335601267,315.899360734241,214.5879385679,"no",1015.53004142183,"old",35,"middle-aged",2.76470588235294,"low"
"2383",2383,86753092383,2015-01-10,1975-08-23,"Male",79,44.4922597672408,296.877806703085,258.374801432823,11.7788427666929,"no",611.523710669842,"new",40,"middle-aged",6.67605633802817,"medium"
"2384",2384,86753092384,2015-02-13,1975-03-07,"Female",85,13.7137507881151,241.29612535025,317.932732899232,18.5212402139968,"no",591.463849251594,"new",40,"middle-aged",7.94392523364486,"medium"
"2385",2385,86753092385,2014-09-22,1985-12-09,"Female",56,244.502079527935,407.810845909116,262.803954031629,171.701139501313,"no",1086.81801896999,"old",30,"younger",3.61290322580645,"low"
"2386",2386,86753092386,2014-12-15,1978-04-26,"Female",78,24.9247865543007,295.709406450285,189.441363595351,71.7558022072904,"no",581.831358807227,"new",37,"middle-aged",6.14173228346457,"medium"
"2387",2387,86753092387,2015-06-05,1979-10-22,"Female",19,35.332897787308,38.9289701619867,391.374956641018,294.633533592231,"no",760.270358182544,"new",36,"middle-aged",2.72727272727273,"low"
"2388",2388,86753092388,2015-02-11,1978-03-27,"Female",77,46.7190675184743,208.001545042692,322.660161771666,39.2813466598213,"no",616.662120992654,"new",37,"middle-aged",7.15170278637771,"medium"
"2389",2389,86753092389,2014-10-17,1991-07-07,"Male",55,506.521449082881,276.113676219361,7.48977572954528,14.9175872584699,"no",805.042488290257,"old",24,"younger",3.75,"low"
"2390",2390,86753092390,2015-02-24,1986-12-23,"Male",57,60.6692445483523,274.833290104967,265.864879115359,12.6350549446476,"no",614.002468713326,"new",29,"younger",5.51612903225806,"medium"
"2391",2391,86753092391,2014-10-22,1985-10-27,"Female",32,306.488113258656,317.471763655292,231.627821732082,206.821865404444,"no",1062.40956405047,"old",30,"younger",2.20689655172414,"low"
"2392",2392,86753092392,2015-02-27,1977-05-21,"Male",107,28.404485377885,255.025289383365,290.835071384918,74.4022675068162,"no",648.667113652984,"new",38,"middle-aged",10.4560260586319,"high"
"2393",2393,86753092393,2014-09-14,1984-06-09,"Male",64,51.5440717042489,1.96187303511748,550.816956949057,321.692336043595,"yes",926.015237732018,"old",31,"middle-aged",4.05919661733615,"medium"
"2394",2394,86753092394,2014-09-10,1985-04-06,"Female",40,313.337004950627,203.778741975631,226.060565447008,281.824721699018,"no",1025.00103407228,"old",30,"younger",2.51572327044025,"low"
"2395",2395,86753092395,2015-04-16,1978-03-30,"Male",22,1.29897180671872,29.1222772696838,564.452576943137,220.814014096981,"no",815.687840116521,"new",37,"middle-aged",2.54826254826255,"low"
"2396",2396,86753092396,2014-08-14,1986-04-14,"Female",46,257.044647265521,227.256545936386,196.480857044218,349.733765841444,"no",1030.51581608757,"old",29,"younger",2.73809523809524,"low"
"2397",2397,86753092397,2014-12-04,1973-05-30,"Male",104,23.198004291676,409.068445266491,129.171194459547,40.4693080340602,"no",601.906952051774,"new",42,"elder",7.95918367346939,"medium"
"2398",2398,86753092398,2015-01-20,1977-07-16,"Female",50,2.0874790331528,324.018611649733,206.13540920548,47.4819039248675,"no",579.723403813233,"new",38,"middle-aged",4.34782608695652,"medium"
"2399",2399,86753092399,2015-02-19,1975-04-17,"Male",91,15.7730996177392,398.586649797644,191.267084585196,21.3690204785996,"no",626.995854479179,"new",40,"middle-aged",8.66666666666667,"high"
"2400",2400,86753092400,2015-01-22,1975-04-10,"Male",77,38.6539208763357,181.40405748479,344.742361731173,14.3612097598252,"no",579.161549852124,"new",40,"middle-aged",6.73469387755102,"medium"
"2401",2401,86753092401,2015-01-14,1977-04-01,"Female",97,80.0486029011418,240.677077804841,253.25272646677,16.7582204059347,"no",590.736627578687,"new",38,"middle-aged",8.29059829059829,"high"
"2402",2402,86753092402,2015-03-08,1981-02-06,"Female",62,22.8714409459409,236.224052237461,351.639293313686,9.58461493643007,"no",620.319401433518,"new",34,"middle-aged",6.24161073825503,"medium"
"2403",2403,86753092403,2014-09-21,1986-11-16,"Female",27,138.631985865469,250.140084005431,352.042127704546,247.066061931156,"no",987.880259506602,"old",29,"younger",1.7381974248927,"low"
"2404",2404,86753092404,2014-08-10,1992-11-08,"Male",62,484.03348091293,202.162679336927,86.5254000556347,1.67201279717212,"no",774.393573102664,"old",23,"younger",3.66141732283465,"low"
"2405",2405,86753092405,2015-02-24,1973-04-18,"Male",76,39.7007844293697,253.678643606697,273.638245162758,4.72585373083208,"no",571.743526929657,"new",42,"elder",7.35483870967742,"medium"
"2406",2406,86753092406,2014-09-22,1983-04-13,"Female",8,223.54261723944,268.051908740745,183.21363178877,248.716618888326,"no",923.524776657281,"old",32,"middle-aged",0.516129032258065,"low"
"2407",2407,86753092407,2014-11-04,1994-01-09,"Male",63,262.39667553882,474.098267056246,46.0246386691054,45.3416676624584,"no",827.86124892663,"old",21,"younger",4.47867298578199,"medium"
"2408",2408,86753092408,2014-07-03,1989-07-30,"Female",33,261.515104913619,141.89568933354,354.532969054377,237.794429352835,"no",995.738192654371,"old",26,"younger",1.81318681318681,"low"
"2409",2409,86753092409,2014-08-10,1990-04-30,"Female",35,181.042456789243,239.616839065931,196.102823975808,196.391104131906,"yes",813.153223962888,"old",25,"younger",2.06692913385827,"low"
"2410",2410,86753092410,2015-03-09,1972-07-01,"Male",72,18.7668277500629,242.39915622942,247.923956071287,21.2401473654422,"yes",530.330087416212,"new",43,"elder",7.27272727272727,"medium"
"2411",2411,86753092411,2015-02-07,1970-11-21,"Male",85,79.511459399035,231.870673665487,247.30327553996,50.6763149427177,"no",609.3617235472,"new",45,"elder",7.79816513761468,"medium"
"2412",2412,86753092412,2015-01-27,1966-07-07,"Male",38,5.34224584296811,282.443212885507,226.044168175183,49.0391448191289,"yes",562.868771722787,"new",49,"elder",3.37278106508876,"low"
"2413",2413,86753092413,2014-06-18,1987-07-30,"Female",35,191.220894770609,222.974065252089,358.172024597213,234.742348764186,"no",1007.1093333841,"old",28,"younger",1.8716577540107,"low"
"2414",2414,86753092414,2015-03-02,1980-01-09,"Male",74,10.9452407398473,337.503585481924,315.661144927523,6.07039963883191,"no",670.180370788126,"new",35,"middle-aged",7.30263157894737,"medium"
"2415",2415,86753092415,2014-11-24,1998-08-06,"Male",54,428.547481335858,318.684759863697,11.3195502448241,60.3469176664786,"no",818.898709110858,"new",17,"younger",4.02985074626866,"medium"
"2416",2416,86753092416,2014-08-30,1984-08-22,"Male",22,239.539454752565,135.562563827276,217.279849467861,307.542886762162,"no",899.924754809864,"old",31,"middle-aged",1.35245901639344,"low"
"2417",2417,86753092417,2015-01-05,1972-03-26,"Female",92,25.8020879581928,247.428803338431,256.695449766895,8.47470587366323,"no",538.401046937182,"new",43,"elder",7.66666666666667,"medium"
"2418",2418,86753092418,2015-01-31,1967-02-21,"Female",49,122.675782882981,259.403797378024,207.364311874725,23.5270982916595,"no",612.97099042739,"new",48,"elder",4.40119760479042,"medium"
